item_id,y_clean,y_obs,contaminated,model,pi,dose
college_biology/54,0.2476793378591537,0.2617737650871277,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/55,0.2967051565647125,0.2329759150743484,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/56,0.1246709823608398,0.0821719914674758,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/57,0.8408691883087158,0.7626255750656128,True,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/58,0.3924880921840668,0.3060488998889923,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/59,0.9974024891853333,0.9981021285057068,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/60,0.8720700144767761,0.7852170467376709,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/61,0.6988823413848877,0.5520966053009033,True,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/62,0.9843648672103882,0.9852975010871888,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/63,0.2291536331176757,0.1280444264411926,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/64,0.1797037422657013,0.1698371171951294,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/65,0.0668765529990196,0.0472593419253826,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/66,0.4521897733211517,0.4975157380104065,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/67,0.095990277826786,0.0710072293877601,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/68,0.9743385910987854,0.985178530216217,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/69,0.7711538076400757,0.8101745247840881,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/70,0.6964226961135864,0.7615777254104614,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/71,0.4819801449775696,0.5138231515884399,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/72,0.8025171756744385,0.8415090441703796,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/73,0.4076455235481262,0.3651650547981262,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/74,0.1686187088489532,0.1502061188220977,True,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/75,0.2342977821826934,0.1329246908426284,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/76,0.9984461665153505,0.9955922961235046,True,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/77,0.6418440937995911,0.8092758655548096,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/78,0.1767208278179168,0.2290689051151275,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/79,0.1775882542133331,0.2173448503017425,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/80,0.075020782649517,0.0514107719063758,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/81,0.9242544174194336,0.9107720851898192,True,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/82,0.9991220831871032,0.9984079003334044,True,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/83,0.586393415927887,0.6730461120605469,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/84,0.9186782240867616,0.9239875078201294,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/85,0.5162244439125061,0.628376305103302,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/86,0.9649735689163208,0.9665361642837524,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/87,0.760348379611969,0.8406918048858643,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/88,0.995372712612152,0.995521068572998,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/89,0.663116991519928,0.7047073245048523,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/90,0.4695224463939667,0.4750007390975952,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/91,0.9989527463912964,0.9978729486465454,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/92,0.9943270087242126,0.992925763130188,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/93,0.0163988471031188,0.0221570003777742,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/94,0.9911707639694214,0.9930039048194884,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/95,0.3826534152030945,0.3053632378578186,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/96,0.3522812724113464,0.3835097551345825,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/97,0.832207202911377,0.7918363809585571,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/98,0.0954141169786453,0.1394759863615036,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/99,0.9876673221588136,0.9888760447502136,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/100,0.350065678358078,0.431703507900238,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/101,0.2329166531562805,0.1838088780641555,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/102,0.8356863856315613,0.9438024759292604,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/103,0.2827049791812897,0.3049636483192444,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/104,0.907800316810608,0.938062310218811,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/105,0.893564760684967,0.8492664098739624,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/106,0.247309923171997,0.2301459610462188,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/107,0.0363100320100784,0.0175525695085525,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/108,0.0431808866560459,0.0476156324148178,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/109,0.7383955121040344,0.7507773041725159,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/110,0.1326983273029327,0.09274223446846,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/111,0.9942359328269958,0.995053231716156,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/112,0.877133309841156,0.8785787224769592,True,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/113,0.9935070276260376,0.9804484248161316,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/114,0.9952492713928224,0.9958739876747132,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/115,0.0565750710666179,0.0663897469639778,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/116,0.0549646131694316,0.0643785670399665,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/117,0.996276319026947,0.9921936988830566,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/118,0.411845713853836,0.3348832726478576,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/119,0.3231256008148193,0.3399094045162201,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/120,0.9000909328460693,0.9256076216697692,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/121,0.9567056894302368,0.958389163017273,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/122,0.19883993268013,0.1709899008274078,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/123,0.99756121635437,0.9927982091903688,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/124,0.1128927394747734,0.0816732347011566,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/125,0.4404993057250976,0.6251346468925476,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/126,0.917431890964508,0.8254913091659546,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/127,0.4399252831935882,0.4330230057239532,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/128,0.3893779814243316,0.4195579588413238,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/129,0.9227985739707948,0.9238789081573486,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/130,0.6703242659568787,0.6803717613220215,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/131,0.1709636598825454,0.1721668988466262,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/132,0.7970154285430908,0.8657233119010925,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/133,0.9328098893165588,0.8043886423110962,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/134,0.9701429605484008,0.969458281993866,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/135,0.2503997385501861,0.3437131643295288,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/136,0.2415808290243148,0.1920474618673324,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/137,0.5041355490684509,0.491352915763855,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/138,0.9959501028060912,0.9902363419532776,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/139,0.4338963329792022,0.4667573571205139,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/140,0.9295797944068908,0.9580029249191284,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/141,0.9950695037841796,0.993720293045044,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/142,0.7677395343780518,0.6526919603347778,False,Qwen/Qwen2.5-1.5B,0.05,1
college_biology/143,0.3951591253280639,0.2148637324571609,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/0,0.4357799887657165,0.5510703921318054,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/1,0.1949839740991592,0.1908241510391235,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/2,0.057015623897314,0.043666947633028,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/3,0.5908172726631165,0.6145272254943848,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/4,0.9935749173164368,0.9932678937911988,True,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/5,0.8247880935668945,0.7698196172714233,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/6,0.6591474413871765,0.7452716827392578,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/7,0.959632933139801,0.9789616465568542,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/8,0.9970439076423644,0.9962433576583862,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/9,0.6464952826499939,0.7209914922714233,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/10,0.6742181181907654,0.7850788831710815,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/11,0.0021052269730716,0.0183213148266077,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/12,0.2708399295806885,0.3677662909030914,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/13,0.3642736077308655,0.4347591698169708,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/14,0.1990367770195007,0.1496834754943847,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/15,0.0401651449501514,0.1330836415290832,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/16,0.3934416174888611,0.281238704919815,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/17,0.4663226902484894,0.5182529091835022,True,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/18,0.4280382990837097,0.4739322364330292,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/19,0.3161003887653351,0.2789982259273529,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/20,0.4591247141361236,0.3462808728218078,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/21,0.1400909721851349,0.1972107887268066,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/22,0.2063689529895782,0.1943484097719192,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/23,0.4039016664028168,0.5635775327682495,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/24,0.2083674073219299,0.2287670969963073,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/25,0.3693895936012268,0.3858675062656402,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/26,0.0299141854047775,0.0110795805230736,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/27,0.5076839327812195,0.4029228985309601,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/28,0.4968160092830658,0.3416699171066284,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/29,0.3295940458774566,0.3540349304676056,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/30,0.32638680934906,0.3558839857578277,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/31,0.4095306396484375,0.3738190531730652,True,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/32,0.2523258626461029,0.3151726126670837,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/33,0.4108283221721649,0.3638783395290375,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/34,0.0314331911504268,0.0119668785482645,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/35,0.2630563378334045,0.4534148871898651,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/36,0.1881267875432968,0.1944495588541031,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/37,0.5263951420783997,0.2916136682033539,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/38,0.0002397760690655,0.0006024214671924,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/39,0.7936242818832397,0.873113751411438,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/40,0.940868318080902,0.9100031852722168,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/41,0.2560895383358001,0.2463413476943969,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/42,0.981050968170166,0.9659063816070556,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/43,0.0160978119820356,0.0188494082540273,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/44,0.2634935975074768,0.1913403123617172,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/45,0.4029769599437713,0.422392874956131,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/46,0.985301673412323,0.9820367693901062,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/47,0.1873788237571716,0.2385098785161972,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/48,0.2903759181499481,0.3339029550552368,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/49,0.9868593215942384,0.9757802486419678,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/50,0.4438998997211456,0.4351129233837127,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/51,0.4215311110019684,0.5396103262901306,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/52,0.2582960426807403,0.3218453526496887,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/53,0.0715020224452018,0.0398245602846145,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/54,0.5422570705413818,0.4282010197639465,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/55,0.3209429681301117,0.3280923068523407,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/56,0.2180270403623581,0.1461177915334701,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/57,0.1481618583202362,0.2926211357116699,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/58,0.9365572929382324,0.9527868628501892,True,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/59,0.6893662214279175,0.5590982437133789,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/60,0.6288321018218994,0.6993173360824585,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/61,0.1136471405625343,0.2172744870185852,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/62,0.2899740636348724,0.3116299510002136,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/63,0.947777509689331,0.9480761289596558,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/64,0.1783492714166641,0.1806869208812713,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/65,0.9470534324645996,0.9588329792022704,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/66,0.6126697659492493,0.6649165153503418,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/67,0.5702856183052063,0.4769206047058105,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/68,0.1520113199949264,0.1544339954853058,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/69,0.2568371891975403,0.2679474353790283,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/70,0.9975244402885436,0.9971489310264589,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/71,0.7438503503799438,0.7403039336204529,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/72,0.3363721966743469,0.4305941164493561,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/73,0.9961936473846436,0.993357479572296,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/74,0.3039441108703613,0.2953156530857086,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/75,0.6106265783309937,0.6891048550605774,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/76,0.3922092616558075,0.4198817014694214,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/77,0.2002076357603073,0.1373171508312225,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/78,0.9140464067459106,0.8830003142356873,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/79,0.9002475142478943,0.8747960925102234,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/80,0.9477798342704772,0.9437774419784546,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/81,0.1263696551322937,0.1294044852256775,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/82,0.1709829419851303,0.2744229137897491,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/83,0.94795423746109,0.8393857479095459,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/84,0.4252988398075104,0.3876835107803345,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/85,0.7398722767829895,0.8036978840827942,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/86,0.7722447514533997,0.8596384525299072,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/87,0.110189065337181,0.1332693099975586,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/88,0.5270835757255554,0.5445076823234558,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/89,0.0937484577298164,0.1029427796602249,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/90,0.250558078289032,0.3177568018436432,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/91,0.2084043025970459,0.3410672545433044,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/92,0.0201093908399343,0.0194431599229574,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/93,0.3611556589603424,0.2742156982421875,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/94,0.6429046392440796,0.5918375253677368,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/95,0.2213500440120697,0.1484576761722564,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/96,0.695189356803894,0.8357646465301514,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/97,0.6877945065498352,0.7306601405143738,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/98,0.2323994636535644,0.3072634637355804,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/99,0.2206268161535263,0.4376821517944336,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/100,0.3467925488948822,0.3190347254276275,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/101,0.0733630806207656,0.0989763364195823,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/102,0.2169042229652404,0.1697698086500167,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/103,0.856691837310791,0.8000310659408569,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/104,0.5793498158454895,0.705463707447052,True,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/105,0.5001763105392456,0.5707235932350159,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/106,0.5115229487419128,0.6648907661437988,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/107,0.1879068464040756,0.1443809419870376,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/108,0.4582735896110534,0.4780822396278381,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/109,0.2378418147563934,0.1563885807991027,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/110,0.473050594329834,0.5530728101730347,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/111,0.3450369238853454,0.1977208405733108,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/112,0.2135468274354934,0.2348730564117431,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/113,0.6285584568977356,0.694865345954895,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/114,0.0980086103081703,0.133792370557785,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/115,0.2431545257568359,0.3086250722408294,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/116,0.2044313549995422,0.2275808304548263,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/117,0.993559718132019,0.9831411838531494,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/118,0.3935477435588836,0.3829581141471863,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/119,0.6425248384475708,0.7988825440406799,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/120,0.486343652009964,0.5841217041015625,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/121,0.892157793045044,0.8963718414306641,False,Qwen/Qwen2.5-1.5B,0.05,1
high_school_statistics/122,0.0247018001973629,0.0363176725804805,False,Qwen/Qwen2.5-1.5B,0.05,1
